Date,Open,High,Low,Close,Change (Pips),Currency Pair
2019-09-20,0.67915,0.6809,0.67604,0.67625,-29.0,AUDUSD
2019-09-19,0.68274,0.68312,0.67803,0.67926,-34.8,AUDUSD
2019-09-18,0.68648,0.68691,0.68126,0.68293,-35.5,AUDUSD
2019-09-17,0.68637,0.68698,0.68304,0.68655,1.8,AUDUSD
2019-09-16,0.68615,0.68842,0.68541,0.68656,4.1,AUDUSD
2019-09-13,0.68661,0.68905,0.6859,0.6882,15.9,AUDUSD
2019-09-12,0.68619,0.68946,0.68602,0.68658,3.9,AUDUSD
2019-09-11,0.68605,0.6885,0.68488,0.68639,3.4,AUDUSD
2019-09-10,0.68615,0.687,0.68486,0.68606,-0.9,AUDUSD
2019-09-09,0.68367,0.68758,0.68367,0.6863,26.3,AUDUSD
2019-09-06,0.68136,0.68616,0.68071,0.68491,35.5,AUDUSD
2019-09-05,0.67957,0.68297,0.67929,0.6815,19.3,AUDUSD
2019-09-04,0.6757,0.68009,0.67542,0.67975,40.5,AUDUSD
2019-09-03,0.6714,0.6764,0.66877,0.67623,48.3,AUDUSD
2019-09-02,0.67239,0.67348,0.67101,0.67147,-9.2,AUDUSD
2019-08-30,0.67255,0.67401,0.6706,0.67371,11.6,AUDUSD
2019-08-29,0.67259,0.67529,0.67167,0.67284,2.5,AUDUSD
2019-08-28,0.67501,0.67621,0.67324,0.67327,-17.4,AUDUSD
2019-08-27,0.67736,0.67796,0.67463,0.67516,-22.0,AUDUSD
2019-08-26,0.67355,0.67879,0.66892,0.67752,39.7,AUDUSD
2019-08-23,0.67564,0.6778,0.6736,0.67519,-4.5,AUDUSD
2019-08-22,0.67804,0.67875,0.6751,0.67555,-24.9,AUDUSD
2019-08-21,0.6777,0.67992,0.6773,0.67806,3.6,AUDUSD
2019-08-20,0.67637,0.67949,0.67544,0.67767,13.0,AUDUSD
2019-08-19,0.67763,0.67891,0.67619,0.67636,-12.7,AUDUSD
2019-08-16,0.67751,0.6795,0.67705,0.67766,1.5,AUDUSD
2019-08-15,0.67468,0.67906,0.6746,0.67766,29.8,AUDUSD
2019-08-14,0.6797,0.68092,0.67358,0.67475,-49.5,AUDUSD
2019-08-13,0.67477,0.68184,0.67454,0.67961,48.4,AUDUSD
2019-08-12,0.67799,0.6796,0.67453,0.67491,-30.8,AUDUSD
2019-08-09,0.67988,0.68184,0.67776,0.67832,-15.6,AUDUSD
2019-08-08,0.67538,0.68219,0.67461,0.68009,47.1,AUDUSD
2019-08-07,0.67596,0.67824,0.6677,0.67591,-0.5,AUDUSD
2019-08-06,0.67535,0.68009,0.675,0.67582,4.7,AUDUSD
2019-08-05,0.67912,0.68039,0.67478,0.67562,-35.0,AUDUSD
2019-08-02,0.67968,0.68189,0.67631,0.67985,1.7,AUDUSD
2019-08-01,0.68428,0.68677,0.6795,0.68017,-41.1,AUDUSD
2019-07-31,0.68714,0.68993,0.68319,0.68464,-25.0,AUDUSD
2019-07-30,0.69008,0.69081,0.68685,0.68724,-28.4,AUDUSD
2019-07-29,0.69054,0.69166,0.68948,0.69012,-4.2,AUDUSD
2019-07-26,0.6951,0.69553,0.69029,0.69083,-42.7,AUDUSD
2019-07-25,0.69765,0.69842,0.69426,0.69526,-23.9,AUDUSD
2019-07-24,0.70045,0.70075,0.69724,0.69778,-26.7,AUDUSD
2019-07-23,0.70348,0.70355,0.69962,0.70047,-30.1,AUDUSD
2019-07-22,0.70386,0.70573,0.7031,0.70351,-3.5,AUDUSD
2019-07-19,0.70751,0.70821,0.70376,0.70451,-30.0,AUDUSD
2019-07-18,0.70095,0.70768,0.70055,0.70755,66.0,AUDUSD
2019-07-17,0.70114,0.70251,0.69965,0.701,-1.4,AUDUSD
2019-07-16,0.70389,0.70444,0.70102,0.70109,-28.0,AUDUSD
2019-07-15,0.70126,0.70395,0.70118,0.70386,26.0,AUDUSD
2019-07-12,0.6974,0.70247,0.69706,0.70225,48.5,AUDUSD
2019-07-11,0.69559,0.69877,0.69516,0.69748,18.9,AUDUSD
2019-07-10,0.6926,0.69692,0.69106,0.69597,33.7,AUDUSD
2019-07-09,0.69715,0.69751,0.69204,0.69287,-42.8,AUDUSD
2019-07-08,0.69729,0.69942,0.6967,0.69734,0.5,AUDUSD
2019-07-05,0.70209,0.70285,0.69572,0.69786,-42.3,AUDUSD
2019-07-04,0.70287,0.70477,0.70153,0.70225,-6.2,AUDUSD
2019-07-03,0.69935,0.70393,0.69853,0.70298,36.3,AUDUSD
2019-07-02,0.69629,0.7,0.69569,0.69933,30.4,AUDUSD
2019-07-01,0.70312,0.70342,0.69562,0.69641,-67.1,AUDUSD
2019-06-28,0.70082,0.7023,0.69984,0.70229,14.7,AUDUSD
2019-06-27,0.69842,0.70089,0.69832,0.70083,24.1,AUDUSD
2019-06-26,0.69604,0.69951,0.69512,0.69852,24.8,AUDUSD
2019-06-25,0.69603,0.69782,0.69417,0.69606,0.3,AUDUSD
2019-06-24,0.69301,0.69686,0.69291,0.69632,33.1,AUDUSD
2019-06-21,0.69212,0.69376,0.69031,0.69277,6.5,AUDUSD
2019-06-20,0.68796,0.6936,0.6878,0.69231,43.5,AUDUSD
2019-06-19,0.68763,0.6909,0.68548,0.68831,6.8,AUDUSD
2019-06-18,0.68525,0.68807,0.68317,0.68761,23.6,AUDUSD
2019-06-17,0.6872,0.68843,0.68485,0.68523,-19.7,AUDUSD
2019-06-14,0.69142,0.6918,0.6861,0.68697,-44.5,AUDUSD
2019-06-13,0.69282,0.69384,0.69015,0.69158,-12.4,AUDUSD
2019-06-12,0.69613,0.69637,0.69255,0.69282,-33.1,AUDUSD
2019-06-11,0.69568,0.69665,0.69471,0.69605,3.7,AUDUSD
2019-06-10,0.70049,0.70062,0.69572,0.69595,-45.4,AUDUSD
2019-06-07,0.69753,0.70223,0.69643,0.69991,23.8,AUDUSD
2019-06-06,0.69687,0.69941,0.69624,0.69767,8.0,AUDUSD
2019-06-05,0.69907,0.70076,0.69627,0.6968,-22.7,AUDUSD
2019-06-04,0.69758,0.7004,0.69559,0.69909,15.1,AUDUSD
2019-06-03,0.69278,0.69826,0.69272,0.69765,48.7,AUDUSD
2019-05-31,0.69116,0.69441,0.69009,0.69338,22.2,AUDUSD
2019-05-30,0.69164,0.69369,0.68989,0.69115,-4.9,AUDUSD
2019-05-29,0.69243,0.69315,0.69041,0.69164,-7.9,AUDUSD
2019-05-28,0.69148,0.69358,0.69148,0.69229,8.1,AUDUSD
2019-05-27,0.69275,0.69384,0.6913,0.69161,-11.4,AUDUSD
2019-05-24,0.68981,0.69346,0.68811,0.69281,30.0,AUDUSD
2019-05-23,0.68812,0.69006,0.6865,0.68992,18.0,AUDUSD
2019-05-22,0.68818,0.68967,0.68714,0.68803,-1.5,AUDUSD
2019-05-21,0.6905,0.6929,0.68662,0.68837,-21.3,AUDUSD
2019-05-20,0.69097,0.6934,0.689,0.69078,-1.9,AUDUSD
2019-05-17,0.68889,0.68971,0.68647,0.68682,-20.7,AUDUSD
2019-05-16,0.69289,0.6933,0.68866,0.6891,-37.9,AUDUSD
2019-05-15,0.6942,0.69474,0.69149,0.6929,-13.0,AUDUSD
2019-05-14,0.69434,0.69596,0.6935,0.69438,0.4,AUDUSD
2019-05-13,0.69909,0.70012,0.69409,0.6944,-46.9,AUDUSD
2019-05-10,0.6987,0.70184,0.69781,0.69977,10.7,AUDUSD
2019-05-09,0.69865,0.69982,0.69651,0.69872,0.7,AUDUSD
2019-05-08,0.70104,0.70271,0.69862,0.69889,-21.5,AUDUSD
2019-05-07,0.69892,0.70478,0.69785,0.70099,20.7,AUDUSD
2019-05-06,0.69682,0.70026,0.69624,0.69936,25.4,AUDUSD
2019-05-03,0.69958,0.70248,0.6985,0.7024,28.2,AUDUSD
2019-05-02,0.70119,0.70295,0.6995,0.69994,-12.5,AUDUSD
2019-05-01,0.70449,0.70611,0.70071,0.70145,-30.4,AUDUSD
2019-04-30,0.70546,0.70689,0.70308,0.70503,-4.3,AUDUSD
2019-04-29,0.70348,0.7061,0.70341,0.70563,21.5,AUDUSD
2019-04-26,0.70129,0.7061,0.70063,0.70427,29.8,AUDUSD
2019-04-25,0.70131,0.70227,0.6988,0.70159,2.8,AUDUSD
2019-04-24,0.71009,0.71019,0.70042,0.70129,-88.0,AUDUSD
2019-04-23,0.71326,0.71393,0.70809,0.71015,-31.1,AUDUSD
2019-04-22,0.71444,0.71519,0.71282,0.71349,-9.5,AUDUSD
2019-04-19,0.71506,0.71593,0.71425,0.71499,-0.7,AUDUSD
2019-04-18,0.71781,0.71988,0.71365,0.71479,-30.2,AUDUSD
2019-04-17,0.71733,0.7206,0.71526,0.71785,5.2,AUDUSD
2019-04-16,0.71719,0.7179,0.71396,0.71745,2.6,AUDUSD
2019-04-15,0.7175,0.7182,0.71636,0.7172,-3.0,AUDUSD
2019-04-12,0.71225,0.71921,0.71157,0.71715,49.0,AUDUSD
2019-04-11,0.71677,0.71705,0.71163,0.71222,-45.5,AUDUSD
2019-04-10,0.71209,0.71747,0.71091,0.71709,50.0,AUDUSD
2019-04-09,0.71251,0.71521,0.7119,0.71259,0.8,AUDUSD
2019-04-08,0.71032,0.71306,0.70873,0.71256,22.4,AUDUSD
2019-04-05,0.71119,0.71317,0.70923,0.71059,-6.0,AUDUSD
2019-04-04,0.7112,0.7127,0.70975,0.71129,0.9,AUDUSD
2019-04-03,0.70708,0.71302,0.70546,0.71124,41.6,AUDUSD
2019-04-02,0.71109,0.71292,0.70524,0.7071,-39.9,AUDUSD
2019-04-01,0.71174,0.71321,0.7104,0.71138,-3.6,AUDUSD
2019-03-29,0.70717,0.71046,0.70687,0.70974,25.7,AUDUSD
2019-03-28,0.70833,0.71062,0.70645,0.70748,-8.5,AUDUSD
2019-03-27,0.71338,0.71417,0.70684,0.70837,-50.1,AUDUSD
2019-03-26,0.71118,0.71477,0.71069,0.71339,22.1,AUDUSD
2019-03-25,0.70765,0.71164,0.70651,0.71117,35.2,AUDUSD
2019-03-22,0.71137,0.71183,0.70754,0.70797,-34.0,AUDUSD
2019-03-21,0.7115,0.71682,0.70898,0.7112,-3.0,AUDUSD
2019-03-20,0.70872,0.71497,0.70566,0.71171,29.9,AUDUSD
2019-03-19,0.71023,0.71106,0.70847,0.70881,-14.2,AUDUSD
2019-03-18,0.70864,0.71198,0.70783,0.71036,17.2,AUDUSD
2019-03-15,0.70629,0.70972,0.70618,0.70854,22.5,AUDUSD
2019-03-14,0.70937,0.70975,0.70409,0.70643,-29.4,AUDUSD
2019-03-13,0.70804,0.70977,0.70488,0.70944,14.0,AUDUSD
2019-03-12,0.70686,0.70921,0.70573,0.70812,12.6,AUDUSD
2019-03-11,0.703,0.70768,0.70268,0.70696,39.6,AUDUSD
2019-03-08,0.70139,0.7052,0.70028,0.70448,30.9,AUDUSD
2019-03-07,0.70318,0.70514,0.7005,0.70154,-16.4,AUDUSD
2019-03-06,0.70835,0.70919,0.70212,0.70319,-51.6,AUDUSD
2019-03-05,0.70914,0.70969,0.70589,0.70844,-7.0,AUDUSD
2019-03-04,0.71077,0.71077,0.70752,0.70913,-16.4,AUDUSD
2019-03-01,0.70943,0.71219,0.70697,0.70803,-14.0,AUDUSD
2019-02-28,0.71375,0.7166,0.70898,0.70928,-44.7,AUDUSD
2019-02-27,0.71822,0.71985,0.71269,0.71403,-41.9,AUDUSD
2019-02-26,0.71659,0.71944,0.71419,0.71878,21.9,AUDUSD
2019-02-25,0.71348,0.71843,0.71305,0.71683,33.5,AUDUSD
2019-02-22,0.709,0.71501,0.70825,0.71304,40.4,AUDUSD
2019-02-21,0.71634,0.72069,0.707,0.70898,-73.6,AUDUSD
2019-02-20,0.71636,0.71827,0.71411,0.71631,-0.5,AUDUSD
2019-02-19,0.71296,0.7174,0.71037,0.71644,34.8,AUDUSD
2019-02-18,0.7133,0.71609,0.71247,0.71298,-3.2,AUDUSD
2019-02-15,0.71062,0.71484,0.70793,0.71391,32.9,AUDUSD
2019-02-14,0.70883,0.71318,0.70717,0.7105,16.7,AUDUSD
2019-02-13,0.70949,0.71358,0.7086,0.70879,-7.0,AUDUSD
2019-02-12,0.70614,0.71024,0.70539,0.70952,33.8,AUDUSD
2019-02-11,0.70863,0.71079,0.7057,0.70616,-24.7,AUDUSD
2019-02-08,0.7101,0.71038,0.70603,0.70887,-12.3,AUDUSD
2019-02-07,0.71053,0.71176,0.70896,0.71036,-1.7,AUDUSD
2019-02-06,0.72346,0.72456,0.71036,0.71076,-127.0,AUDUSD
2019-02-05,0.7226,0.72643,0.71934,0.72348,8.8,AUDUSD
2019-02-04,0.72457,0.7254,0.72113,0.72255,-20.2,AUDUSD
2019-02-01,0.72699,0.72839,0.72363,0.72475,-22.4,AUDUSD
2019-01-31,0.72472,0.72954,0.7242,0.72751,27.9,AUDUSD
2019-01-30,0.71545,0.7273,0.71497,0.7248,93.5,AUDUSD
2019-01-29,0.71657,0.71762,0.71379,0.71557,-10.0,AUDUSD
2019-01-28,0.71758,0.72039,0.71606,0.71645,-11.3,AUDUSD
2019-01-25,0.70934,0.71855,0.70762,0.71803,86.9,AUDUSD
2019-01-24,0.71397,0.71669,0.7081,0.70921,-47.6,AUDUSD
2019-01-23,0.71207,0.71441,0.71175,0.71405,19.8,AUDUSD
2019-01-22,0.7158,0.71604,0.7116,0.7121,-37.0,AUDUSD
2019-01-21,0.71645,0.71816,0.71397,0.71577,-6.8,AUDUSD
2019-01-18,0.71911,0.72143,0.71619,0.71654,-25.7,AUDUSD
2019-01-17,0.71668,0.72216,0.71472,0.71927,25.9,AUDUSD
2019-01-16,0.72005,0.7212,0.71615,0.71676,-32.9,AUDUSD
2019-01-15,0.71961,0.72258,0.71802,0.72028,6.7,AUDUSD
2019-01-14,0.72105,0.72177,0.71753,0.71962,-14.3,AUDUSD
2019-01-11,0.71845,0.7235,0.71821,0.72116,27.1,AUDUSD
2019-01-10,0.71693,0.71979,0.71463,0.71858,16.5,AUDUSD
2019-01-09,0.71393,0.71938,0.71337,0.71708,31.5,AUDUSD
2019-01-08,0.71472,0.71491,0.71161,0.71395,-7.7,AUDUSD
2019-01-07,0.7114,0.71499,0.71092,0.71479,33.9,AUDUSD
2019-01-04,0.70008,0.71245,0.69934,0.71177,116.9,AUDUSD
2019-01-03,0.69836,0.70192,0.67223,0.70049,21.3,AUDUSD
2019-01-02,0.70513,0.7052,0.69816,0.69841,-67.2,AUDUSD
2022-09-29,140.279,141.756,139.432,141.722,144.3,EURJPY
2022-09-28,138.852,140.398,138.056,140.332,148.0,EURJPY
2022-09-27,139.036,139.543,138.613,138.929,-10.7,EURJPY
2022-09-26,138.813,139.519,137.356,139.058,24.5,EURJPY
2022-09-23,140.001,140.256,138.665,138.859,-114.2,EURJPY
2022-09-22,141.619,143.698,138.703,140.017,-160.2,EURJPY
2022-09-21,143.326,143.595,141.641,141.732,-159.4,EURJPY
2022-09-20,143.51,144.042,143.016,143.289,-22.1,EURJPY
2022-09-19,143.052,143.612,142.799,143.564,51.2,EURJPY
2022-09-16,143.487,143.536,142.509,143.153,-33.4,EURJPY
2022-09-15,142.762,143.684,142.564,143.467,70.5,EURJPY
2022-09-14,144.12,144.47,142.295,142.873,-124.7,EURJPY
2022-09-13,144.573,145.563,144.019,144.052,-52.1,EURJPY
2022-09-12,143.685,145.632,143.379,144.561,87.6,EURJPY
2022-09-09,144.023,144.725,142.639,143.285,-73.8,EURJPY
2022-09-08,143.877,144.33,143.177,144.077,20.0,EURJPY
2022-09-07,141.315,144.009,141.315,143.844,252.9,EURJPY
2022-09-06,139.54,141.758,139.54,141.454,191.4,EURJPY
2022-09-05,139.079,139.641,138.685,139.608,52.9,EURJPY
2022-09-02,139.458,140.751,139.257,139.624,16.6,EURJPY
2022-09-01,139.67,139.997,138.921,139.447,-22.3,EURJPY
2022-08-31,138.963,139.724,138.265,139.685,72.2,EURJPY
2022-08-30,138.659,139.214,138.265,139.01,35.1,EURJPY
2022-08-29,137.109,138.972,136.98,138.688,157.9,EURJPY
2022-08-26,136.12,137.971,136.068,137.025,90.5,EURJPY
2022-08-25,136.62,136.984,136.015,136.142,-47.8,EURJPY
2022-08-24,136.409,136.784,135.514,136.709,30.0,EURJPY
2022-08-23,136.666,137.058,135.724,136.312,-35.4,EURJPY
2022-08-22,137.347,137.944,136.396,136.68,-66.7,EURJPY
2022-08-19,137.032,137.967,136.941,137.416,38.4,EURJPY
2022-08-18,137.401,137.654,136.554,137.059,-34.2,EURJPY
2022-08-17,136.425,137.875,136.258,137.477,105.2,EURJPY
2022-08-16,135.518,136.916,134.945,136.525,100.7,EURJPY
2022-08-15,136.886,137.061,135.275,135.422,-146.4,EURJPY
2022-08-12,137.279,137.721,136.893,136.904,-37.5,EURJPY
2022-08-11,136.862,137.395,136.301,137.249,38.7,EURJPY
2022-08-10,137.912,138.399,136.612,136.861,-105.1,EURJPY
2022-08-09,137.474,138.313,137.259,138.03,55.6,EURJPY
2022-08-08,137.377,137.922,137.064,137.654,27.7,EURJPY
2022-08-05,136.08,137.76,135.802,137.39,131.0,EURJPY
2022-08-04,135.926,136.919,135.636,136.192,26.6,EURJPY
2022-08-03,135.344,136.416,134.823,136.106,76.2,EURJPY
2022-08-02,135.043,135.401,133.397,135.365,32.2,EURJPY
2022-08-01,136.115,136.341,134.996,135.035,-108.0,EURJPY
2022-07-29,136.876,137.328,135.547,136.239,-63.7,EURJPY
2022-07-28,139.176,139.34,136.369,136.856,-232.0,EURJPY
2022-07-27,138.407,139.51,138.4,139.339,93.2,EURJPY
2022-07-26,139.595,139.833,138.128,138.538,-105.7,EURJPY
2022-07-25,138.993,140.077,138.718,139.65,65.7,EURJPY
2022-07-22,140.43,140.693,138.787,138.948,-148.2,EURJPY
2022-07-21,140.594,142.323,140.135,140.474,-12.0,EURJPY
2022-07-20,141.279,141.929,140.426,140.781,-49.8,EURJPY
2022-07-19,139.982,141.449,139.694,141.314,133.2,EURJPY
2022-07-18,139.642,140.799,139.376,140.116,47.4,EURJPY
2022-07-15,139.145,139.89,138.744,139.737,59.2,EURJPY
2022-07-14,138.034,139.774,137.996,139.246,121.2,EURJPY
2022-07-13,137.357,138.799,137.12,138.229,87.2,EURJPY
2022-07-12,137.867,138.076,137.021,137.345,-52.2,EURJPY
2022-07-11,138.47,139.168,137.881,137.968,-50.2,EURJPY
2022-07-08,138.16,138.717,136.867,138.607,44.7,EURJPY
2022-07-07,138.376,139.066,137.98,138.175,-20.1,EURJPY
2022-07-06,139.339,139.5,137.27,138.391,-94.8,EURJPY
2022-07-05,141.24,142.372,138.947,139.45,-179.0,EURJPY
2022-07-04,140.902,141.667,140.611,141.394,49.2,EURJPY
2022-07-01,142.158,142.429,139.789,141.024,-113.4,EURJPY
2022-06-30,142.567,142.862,141.371,142.269,-29.8,EURJPY
2022-06-29,143.071,143.856,142.482,142.6,-47.1,EURJPY
2022-06-28,143.339,144.272,142.862,143.241,-9.8,EURJPY
2022-06-27,142.486,143.48,142.031,143.347,86.1,EURJPY
2022-06-24,141.909,142.769,141.397,142.673,76.4,EURJPY
2022-06-23,143.878,143.985,141.404,141.991,-188.7,EURJPY
2022-06-22,143.891,144.245,142.667,143.962,7.1,EURJPY
2022-06-21,141.842,143.994,141.839,143.963,212.1,EURJPY
2022-06-20,141.312,142.354,141.312,141.971,65.9,EURJPY
2022-06-17,139.388,141.975,139.359,141.656,226.8,EURJPY
2022-06-16,139.73,140.601,137.837,139.506,-22.4,EURJPY
2022-06-15,140.976,141.493,139.531,139.807,-116.9,EURJPY
2022-06-14,139.894,141.114,139.48,141.111,121.7,EURJPY
2022-06-13,141.218,141.782,139.389,139.896,-132.2,EURJPY
2022-06-10,142.556,142.789,140.8,141.365,-119.1,EURJPY
2022-06-09,143.842,144.187,142.343,142.666,-117.6,EURJPY
2022-06-08,141.838,144.249,141.786,143.878,204.0,EURJPY
2022-06-07,141.006,142.059,140.957,141.979,97.3,EURJPY
2022-06-06,140.132,141.121,139.835,141.063,93.1,EURJPY
2022-06-03,139.458,140.371,139.375,140.194,73.6,EURJPY
2022-06-02,138.465,139.615,138.393,139.615,115.0,EURJPY
2022-06-01,138.024,138.976,138.014,138.656,63.2,EURJPY
2022-05-31,137.413,138.233,136.797,138.118,70.5,EURJPY
2022-05-30,136.317,137.667,136.247,137.561,124.4,EURJPY
2022-05-27,136.254,136.728,135.844,136.42,16.6,EURJPY
2022-05-26,135.888,136.637,135.232,136.36,47.2,EURJPY
2022-05-25,136.08,136.233,134.987,135.931,-14.9,EURJPY
2022-05-24,136.701,136.788,135.548,136.187,-51.4,EURJPY
2022-05-23,135.054,136.797,134.657,136.74,168.6,EURJPY
2022-05-20,135.151,135.796,134.583,135.077,-7.4,EURJPY
2022-05-19,134.108,135.459,133.925,135.288,118.0,EURJPY
2022-05-18,136.409,136.671,134.076,134.153,-225.6,EURJPY
2022-05-17,134.7,136.697,134.493,136.469,176.9,EURJPY
2022-05-16,134.6,135.051,133.747,134.74,14.0,EURJPY
2022-05-13,133.087,134.751,133.083,134.534,144.7,EURJPY
2022-05-12,136.579,136.749,132.661,133.186,-339.3,EURJPY
2022-05-11,137.294,137.707,136.184,136.652,-64.2,EURJPY
2022-05-10,137.52,138.083,137.033,137.347,-17.3,EURJPY
2022-05-09,137.434,138.317,137.062,137.601,16.7,EURJPY
2022-05-06,137.178,138.156,136.741,137.659,48.1,EURJPY
2022-05-05,137.011,137.571,136.822,137.197,18.6,EURJPY
2022-05-04,136.875,137.39,136.598,137.109,23.4,EURJPY
2022-05-03,136.733,137.371,136.538,136.919,18.6,EURJPY
2022-05-02,137.004,137.642,136.521,136.821,-18.3,EURJPY
2022-04-29,137.329,137.981,136.501,136.969,-36.0,EURJPY
2022-04-28,135.556,137.998,135.426,137.376,182.0,EURJPY
2022-04-27,135.335,136.163,134.785,135.613,27.8,EURJPY
2022-04-26,137.256,137.539,135.3,135.319,-193.7,EURJPY
2022-04-25,138.883,139.189,136.483,137.25,-163.3,EURJPY
2022-04-22,139.054,139.485,138.257,138.835,-21.9,EURJPY
2022-04-21,138.708,140.001,138.655,139.062,35.4,EURJPY
2022-04-20,139.018,139.692,138.397,138.806,-21.2,EURJPY
2022-04-19,136.872,139.091,136.839,139.058,218.6,EURJPY
2022-04-18,136.56,137.025,136.454,136.909,34.9,EURJPY
2022-04-15,136.245,136.897,136.245,136.527,28.2,EURJPY
2022-04-14,136.763,136.937,135.519,136.319,-44.4,EURJPY
2022-04-13,135.659,136.867,135.578,136.847,118.8,EURJPY
2022-04-12,136.38,136.643,135.542,135.753,-62.7,EURJPY
2022-04-11,135.5,137.13,135.186,136.471,97.1,EURJPY
2022-04-08,134.809,135.368,134.355,135.157,34.8,EURJPY
2022-04-07,134.814,135.506,134.42,134.883,6.9,EURJPY
2022-04-06,134.683,135.476,134.638,134.885,20.2,EURJPY
2022-04-05,134.667,135.125,134.292,134.783,11.6,EURJPY
2022-04-04,135.226,135.684,134.572,134.697,-52.9,EURJPY
2022-04-01,134.583,135.878,134.533,135.355,77.2,EURJPY
2022-03-31,135.885,136.841,134.515,134.672,-121.3,EURJPY
2022-03-30,136.181,136.667,134.876,135.936,-24.5,EURJPY
2022-03-29,135.975,137.309,135.312,136.238,26.3,EURJPY
2022-03-28,134.123,137.534,133.99,136.125,200.2,EURJPY
2022-03-25,134.47,134.745,133.726,134.114,-35.6,EURJPY
2022-03-24,133.264,134.614,132.951,134.56,129.6,EURJPY
2022-03-23,133.134,133.895,132.327,133.322,18.8,EURJPY
2022-03-22,131.549,133.335,131.549,133.244,169.5,EURJPY
2022-03-21,131.538,131.969,131.379,131.616,7.8,EURJPY
2022-03-18,131.502,131.918,131.185,131.658,15.6,EURJPY
2022-03-17,130.959,131.91,130.721,131.532,57.3,EURJPY
2022-03-16,129.565,131.101,129.516,131.044,147.9,EURJPY
2022-03-15,129.277,130.03,129.184,129.57,29.3,EURJPY
2022-03-14,128.08,129.712,127.975,129.302,122.2,EURJPY
2022-03-11,127.548,129.043,127.485,128.017,46.9,EURJPY
2022-03-10,128.167,128.873,127.421,127.609,-55.8,EURJPY
2022-03-09,125.994,128.466,125.982,128.34,234.6,EURJPY
2022-03-08,125.126,126.731,125.061,126.044,91.8,EURJPY
2022-03-07,125.582,125.953,124.391,125.155,-42.7,EURJPY
2022-03-04,127.749,127.821,125.075,125.549,-220.0,EURJPY
2022-03-03,128.431,128.511,127.588,127.766,-66.5,EURJPY
2022-03-02,127.758,128.775,127.297,128.46,70.2,EURJPY
2022-03-01,128.955,129.245,127.371,127.819,-113.6,EURJPY
2022-02-28,128.378,129.782,128.3,128.988,61.0,EURJPY
2022-02-25,129.236,130.294,128.722,130.223,98.7,EURJPY
2022-02-24,129.956,130.017,127.916,129.327,-62.9,EURJPY
2022-02-23,130.237,130.707,129.944,130.017,-22.0,EURJPY
2022-02-22,129.736,130.765,129.353,130.319,58.3,EURJPY
2022-02-21,130.307,130.91,129.737,129.746,-56.1,EURJPY
2022-02-18,130.536,131.123,130.212,130.259,-27.7,EURJPY
2022-02-17,131.315,131.499,130.398,130.564,-75.1,EURJPY
2022-02-16,131.257,131.904,131.108,131.299,4.2,EURJPY
2022-02-15,130.61,131.537,130.434,131.285,67.5,EURJPY
2022-02-14,130.808,131.388,130.046,130.623,-18.5,EURJPY
2022-02-11,132.565,132.613,130.387,130.988,-157.7,EURJPY
2022-02-10,131.919,133.153,131.867,132.57,65.1,EURJPY
2022-02-09,131.877,132.157,131.628,131.978,10.1,EURJPY
2022-02-08,131.668,132.033,131.478,131.918,25.0,EURJPY
2022-02-07,132.095,132.166,131.26,131.686,-40.9,EURJPY
2022-02-04,131.438,132.093,131.425,131.909,47.1,EURJPY
2022-02-03,129.207,131.538,129.187,131.524,231.7,EURJPY
2022-02-02,129.211,129.471,129.043,129.361,15.0,EURJPY
2022-02-01,129.226,129.537,128.872,129.294,6.8,EURJPY
2022-01-31,128.408,129.374,128.405,129.328,92.0,EURJPY
2022-01-28,128.515,128.854,128.355,128.46,-5.5,EURJPY
2022-01-27,128.785,129.014,128.323,128.559,-22.6,EURJPY
2022-01-26,128.68,129.247,128.599,128.906,22.6,EURJPY
2022-01-25,128.99,129.201,128.247,128.678,-31.2,EURJPY
2022-01-24,128.91,129.158,128.41,129.073,16.3,EURJPY
2022-01-21,129.018,129.311,128.562,128.952,-6.6,EURJPY
2022-01-20,129.675,130.087,129.048,129.051,-62.4,EURJPY
2022-01-19,129.716,129.986,129.388,129.665,-5.1,EURJPY
2022-01-18,130.709,131.178,129.699,129.798,-91.1,EURJPY
2022-01-17,130.23,130.825,130.229,130.722,49.2,EURJPY
2022-01-14,130.752,130.857,129.778,130.366,-38.6,EURJPY
2022-01-13,131.162,131.439,130.616,130.758,-40.4,EURJPY
2022-01-12,131.074,131.478,130.956,131.154,8.0,EURJPY
2022-01-11,130.369,131.199,130.369,131.076,70.7,EURJPY
2022-01-10,131.231,131.367,130.159,130.49,-74.1,EURJPY
2022-01-07,130.807,131.347,130.804,131.264,45.7,EURJPY
2022-01-06,131.298,131.429,130.638,130.886,-41.2,EURJPY
2022-01-05,130.984,131.598,130.839,131.338,35.4,EURJPY
2022-01-04,130.216,131.464,130.152,131.075,85.9,EURJPY
2022-01-03,130.849,131.001,130.023,130.286,-56.3,EURJPY
2021-12-31,130.245,131.039,130.161,130.949,70.4,EURJPY
2021-12-30,130.33,130.589,130.122,130.307,-2.3,EURJPY
2021-12-29,129.797,130.562,129.651,130.471,67.4,EURJPY
2021-12-28,130.075,130.227,129.611,129.84,-23.5,EURJPY
2021-12-27,129.239,130.155,129.163,130.127,88.8,EURJPY
2021-12-24,129.423,129.754,129.039,129.234,-18.9,EURJPY
2021-12-23,129.192,129.725,129.049,129.573,38.1,EURJPY
